TIF Number,TIF Name,Time Period,Type,Description,Amount,Designation Date,Expiration Date
T-109,Lawrence/Broadway,2022,Current Obligations,RDA - Gunnison Lofts,-104900,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2022,Current Obligations,RDA - Leland Hotel,-39800,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2022,Current Obligations,RDA - Uptown Broadway Building,-46200,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2022,Proposed Projects,Proposed redevelopment project #1,-6900000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2022,Proposed Projects,SBIF,-1000000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2022,Revenue,Property tax,4929000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2022,Transfers Between TIF Districts,To Hollywood/Sheridan (RDA - Hollywood House),-575800,06/27/2001,12/31/2025
T-121,47th/Halsted,2019,Revenue,Property tax,3478200,05/29/2002,12/31/2026
T-109,Lawrence/Broadway,2023,Current Obligations,Program administration,-92200,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2023,Current Obligations,RDA - Gunnison Lofts,-107000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2023,Current Obligations,RDA - Leland Hotel,-40600,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2023,Current Obligations,RDA - Uptown Broadway Building,-47100,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2023,Revenue,Property tax,4929000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2023,Transfers Between TIF Districts,To Hollywood/Sheridan (RDA - Hollywood House),-575800,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2024,Current Obligations,Program administration,-123400,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2024,Current Obligations,RDA - Gunnison Lofts,-109200,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2024,Current Obligations,RDA - Leland Hotel,-41400,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2024,Current Obligations,RDA - Uptown Broadway Building,-48000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2024,Revenue,Property tax,4929000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2024,Transfers Between TIF Districts,To Hollywood/Sheridan (RDA - Hollywood House),-575800,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2025,Current Obligations,Program administration,-130200,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2025,Current Obligations,RDA - Gunnison Lofts,-225000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2025,Current Obligations,RDA - Leland Hotel,-85400,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2025,Current Obligations,RDA - Uptown Broadway Building,-99000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2025,Revenue,Property tax,5152100,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2025,Transfers Between TIF Districts,To Hollywood/Sheridan (RDA - Hollywood House),-575800,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,Fund / Project Balances,Current Obligations,Bike lanes - protected,-47900,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,Fund / Project Balances,Current Obligations,RDA - Gunnison Lofts,-106000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,Fund / Project Balances,Current Obligations,RDA - Uptown Broadway Building,-49800,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,Fund / Project Balances,Current Obligations,Retail Corridor Study - Ward 48,-3900,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,Fund / Project Balances,Current Obligations,SBIF,-474700,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,Fund / Project Balances,Current Obligations,"Streetscape - Argyle, Broadway to Sheridan",-5600,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,Fund / Project Balances,Current Obligations,"Streetscape - Broadway, Leland to Gunnison",-570800,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,Fund / Project Balances,Current Obligations,TIF Works,-155600,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,Fund / Project Balances,Current Obligations,Viaduct - improvements - CTA Argyle station,-329400,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,Fund / Project Balances,Fund Balance,FY 2018 Year End Available Fund Balance,13006600,06/27/2001,12/31/2025
T-110,Wilson Yard,2019,Current Obligations,Fire station - Engine Co. 083 - Equal Access rehab - 1200 W Wilson Ave,-300000,06/27/2001,12/31/2025
T-110,Wilson Yard,2019,Current Obligations,IGA - CTA - Red Line - Wilson Station,-3000000,06/27/2001,12/31/2025
T-110,Wilson Yard,2019,Current Obligations,Lighting - Neighborhood Lighting Improvements,-2400000,06/27/2001,12/31/2025
T-110,Wilson Yard,2019,Current Obligations,Program administration,-136300,06/27/2001,12/31/2025
T-110,Wilson Yard,2019,Current Obligations,RDA - affordable housing - Sarah's Circle,-875000,06/27/2001,12/31/2025
T-110,Wilson Yard,2019,Current Obligations,RDA - Clifton Magnolia Apts,-263300,06/27/2001,12/31/2025
T-110,Wilson Yard,2019,Current Obligations,RDA - Wilson Yards - 4400 N Broadway,-6998000,06/27/2001,12/31/2025
T-110,Wilson Yard,2019,Revenue,Property tax,9704800,06/27/2001,12/31/2025
T-110,Wilson Yard,2020,Current Obligations,IGA - City Colleges - Truman College,-1135700,06/27/2001,12/31/2025
T-110,Wilson Yard,2020,Current Obligations,Program administration,-140700,06/27/2001,12/31/2025
T-110,Wilson Yard,2020,Current Obligations,RDA - affordable housing - Sarah's Circle,-1750000,06/27/2001,12/31/2025
T-110,Wilson Yard,2020,Current Obligations,RDA - Clifton Magnolia Apts,-263300,06/27/2001,12/31/2025
T-110,Wilson Yard,2020,Current Obligations,RDA - Wilson Yards - 4400 N Broadway,-6989500,06/27/2001,12/31/2025
T-110,Wilson Yard,2020,Current Obligations,"Streetscape - Broadway, Wilson to Leland",-2100,06/27/2001,12/31/2025
T-110,Wilson Yard,2020,Proposed Projects,Proposed park project #1,-175000,06/27/2001,12/31/2025
T-110,Wilson Yard,2020,Proposed Projects,"Uptown Health Center - 845 W Wilson - Phase I: Tuckpointing, new roof, boiler replacement, restroom upgrades",-1100000,06/27/2001,12/31/2025
T-110,Wilson Yard,2020,Revenue,Property tax,9704800,06/27/2001,12/31/2025
T-110,Wilson Yard,2021,Current Obligations,IGA - City Colleges - Truman College,-1135700,06/27/2001,12/31/2025
T-110,Wilson Yard,2021,Current Obligations,Program administration,-147000,06/27/2001,12/31/2025
T-110,Wilson Yard,2021,Current Obligations,RDA - affordable housing - Sarah's Circle,-875000,06/27/2001,12/31/2025
T-110,Wilson Yard,2021,Current Obligations,RDA - Clifton Magnolia Apts,-263300,06/27/2001,12/31/2025
T-110,Wilson Yard,2021,Current Obligations,RDA - Wilson Yards - 4400 N Broadway,-6986200,06/27/2001,12/31/2025
T-110,Wilson Yard,2021,Proposed Projects,"Fire station - Engine Co. 083 - 1200 W Wilson - new roof, overhead doors, rooftop units",-1500000,06/27/2001,12/31/2025
T-110,Wilson Yard,2021,Proposed Projects,Proposed redevelopment project #1,-1000000,06/27/2001,12/31/2025
T-110,Wilson Yard,2021,Proposed Projects,"Uptown Health Center - 845 W Wilson - Phase I: Tuckpointing, new roof, boiler replacement, restroom upgrades",-1900000,06/27/2001,12/31/2025
T-110,Wilson Yard,2021,Revenue,Property tax,9704800,06/27/2001,12/31/2025
T-110,Wilson Yard,2022,Current Obligations,IGA - City Colleges - Truman College,-1135700,06/27/2001,12/31/2025
T-110,Wilson Yard,2022,Current Obligations,Program administration,-157900,06/27/2001,12/31/2025
T-110,Wilson Yard,2022,Current Obligations,RDA - Clifton Magnolia Apts,-263300,06/27/2001,12/31/2025
T-110,Wilson Yard,2022,Current Obligations,RDA - Wilson Yards - 4400 N Broadway,-5288500,06/27/2001,12/31/2025
T-110,Wilson Yard,2022,Revenue,Property tax,10110400,06/27/2001,12/31/2025
T-110,Wilson Yard,2023,Current Obligations,IGA - City Colleges - Truman College,-1135700,06/27/2001,12/31/2025
T-110,Wilson Yard,2023,Current Obligations,Program administration,-188900,06/27/2001,12/31/2025
T-110,Wilson Yard,2023,Current Obligations,RDA - Clifton Magnolia Apts,-263300,06/27/2001,12/31/2025
T-110,Wilson Yard,2023,Current Obligations,RDA - Wilson Yards - 4400 N Broadway,-5286000,06/27/2001,12/31/2025
T-110,Wilson Yard,2023,Revenue,Property tax,10110400,06/27/2001,12/31/2025
T-110,Wilson Yard,2024,Current Obligations,IGA - City Colleges - Truman College,-442700,06/27/2001,12/31/2025
T-110,Wilson Yard,2024,Current Obligations,Program administration,-253900,06/27/2001,12/31/2025
T-110,Wilson Yard,2024,Current Obligations,RDA - Clifton Magnolia Apts,-263300,06/27/2001,12/31/2025
T-110,Wilson Yard,2024,Current Obligations,RDA - Wilson Yards - 4400 N Broadway,-5205400,06/27/2001,12/31/2025
T-110,Wilson Yard,2024,Revenue,Property tax,10110400,06/27/2001,12/31/2025
T-110,Wilson Yard,2025,Current Obligations,Program administration,-266900,06/27/2001,12/31/2025
T-110,Wilson Yard,2025,Current Obligations,RDA - Clifton Magnolia Apts,-33100,06/27/2001,12/31/2025
T-110,Wilson Yard,2025,Current Obligations,RDA - Wilson Yards - 4400 N Broadway,-81000,06/27/2001,12/31/2025
T-110,Wilson Yard,2025,Revenue,Property tax,10528100,06/27/2001,12/31/2025
T-110,Wilson Yard,Fund / Project Balances,Current Obligations,IGA - City Colleges - Truman College,-1135700,06/27/2001,12/31/2025
T-110,Wilson Yard,Fund / Project Balances,Current Obligations,RDA - Wilson Yards - 4400 N Broadway,-62900,06/27/2001,12/31/2025
T-110,Wilson Yard,Fund / Project Balances,Current Obligations,Retail Corridor Study - Ward 48,-800,06/27/2001,12/31/2025
T-110,Wilson Yard,Fund / Project Balances,Current Obligations,SBIF,-35700,06/27/2001,12/31/2025
T-110,Wilson Yard,Fund / Project Balances,Current Obligations,"Streetscape - Broadway, Wilson to Leland",-1472600,06/27/2001,12/31/2025
T-110,Wilson Yard,Fund / Project Balances,Current Obligations,TIF Works,-900,06/27/2001,12/31/2025
T-110,Wilson Yard,Fund / Project Balances,Fund Balance,FY 2018 Year End Available Fund Balance,16079200,06/27/2001,12/31/2025
T-111,105th/Vincennes,2019,Current Obligations,Program administration,-21800,10/03/2001,12/31/2025
T-111,105th/Vincennes,2019,Current Obligations,RDA - Renaissance Beverly Ridge,-1586800,10/03/2001,12/31/2025
T-111,105th/Vincennes,2019,Revenue,Property tax,929900,10/03/2001,12/31/2025
T-111,105th/Vincennes,2019,Transfers Between TIF Districts,From 119th/I-57 (RDA - Renaissance Beverly Ridge),706800,10/03/2001,12/31/2025
T-111,105th/Vincennes,2020,Current Obligations,Program administration,-22500,10/03/2001,12/31/2025
T-111,105th/Vincennes,2020,Current Obligations,RDA - Renaissance Beverly Ridge,-1043400,10/03/2001,12/31/2025
T-111,105th/Vincennes,2020,Proposed Projects,Lighting - Neighborhood Lighting Improvements,-670000,10/03/2001,12/31/2025
T-111,105th/Vincennes,2020,Proposed Projects,Proposed park project #1,-681000,10/03/2001,12/31/2025
T-111,105th/Vincennes,2020,Revenue,Property tax,929900,10/03/2001,12/31/2025
T-111,105th/Vincennes,2020,Transfers Between TIF Districts,From 119th/I-57 (RDA - Renaissance Beverly Ridge),353400,10/03/2001,12/31/2025
T-111,105th/Vincennes,2021,Current Obligations,Program administration,-23400,10/03/2001,12/31/2025
T-111,105th/Vincennes,2021,Current Obligations,RDA - Renaissance Beverly Ridge,-1043400,10/03/2001,12/31/2025
T-111,105th/Vincennes,2021,Revenue,Property tax,929900,10/03/2001,12/31/2025
T-111,105th/Vincennes,2021,Transfers Between TIF Districts,From 119th/I-57 (RDA - Renaissance Beverly Ridge),353400,10/03/2001,12/31/2025
T-111,105th/Vincennes,2022,Current Obligations,Program administration,-28500,10/03/2001,12/31/2025
T-111,105th/Vincennes,2022,Current Obligations,RDA - Renaissance Beverly Ridge,-1043400,10/03/2001,12/31/2025
T-111,105th/Vincennes,2022,Revenue,Property tax,1013200,10/03/2001,12/31/2025
T-111,105th/Vincennes,2022,Transfers Between TIF Districts,From 119th/I-57 (RDA - Renaissance Beverly Ridge),353400,10/03/2001,12/31/2025
T-111,105th/Vincennes,2023,Current Obligations,Program administration,-33700,10/03/2001,12/31/2025
T-111,105th/Vincennes,2023,Current Obligations,RDA - Renaissance Beverly Ridge,-1043400,10/03/2001,12/31/2025
T-111,105th/Vincennes,2023,Revenue,Property tax,1013200,10/03/2001,12/31/2025
T-111,105th/Vincennes,2023,Transfers Between TIF Districts,From 119th/I-57 (RDA - Renaissance Beverly Ridge),353400,10/03/2001,12/31/2025
T-111,105th/Vincennes,2024,Current Obligations,Program administration,-44500,10/03/2001,12/31/2025
T-111,105th/Vincennes,2024,Current Obligations,RDA - Renaissance Beverly Ridge,-1043400,10/03/2001,12/31/2025
T-111,105th/Vincennes,2024,Revenue,Property tax,1013200,10/03/2001,12/31/2025
T-111,105th/Vincennes,2024,Transfers Between TIF Districts,From 119th/I-57 (RDA - Renaissance Beverly Ridge),353400,10/03/2001,12/31/2025
T-111,105th/Vincennes,2025,Current Obligations,Program administration,-52300,10/03/2001,12/31/2025
T-111,105th/Vincennes,2025,Current Obligations,RDA - Renaissance Beverly Ridge,-720000,10/03/2001,12/31/2025
T-111,105th/Vincennes,2025,Revenue,Property tax,1098900,10/03/2001,12/31/2025
T-111,105th/Vincennes,2025,Transfers Between TIF Districts,From 119th/I-57 (RDA - Renaissance Beverly Ridge),30000,10/03/2001,12/31/2025
T-111,105th/Vincennes,Fund / Project Balances,Current Obligations,Lighting - arterial - West Pullman,-41000,10/03/2001,12/31/2025
T-111,105th/Vincennes,Fund / Project Balances,Current Obligations,RDA - Renaissance Beverly Ridge,-1039200,10/03/2001,12/31/2025
T-111,105th/Vincennes,Fund / Project Balances,Current Obligations,Residential St Resurfacing - Ward 34,-43200,10/03/2001,12/31/2025
T-111,105th/Vincennes,Fund / Project Balances,Fund Balance,FY 2018 Year End Available Fund Balance,2307500,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,2019,Current Obligations,Lighting - Neighborhood Lighting Improvements,-600000,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,2019,Current Obligations,Program administration,-27000,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,2019,Current Obligations,SBIF,-500000,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,2019,Current Obligations,Traffic signal - left turn signal - 79th/Columbus,-320000,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,2019,Current Obligations,Traffic signal - left turn signal improvements - 3200 W 83rd St,-170000,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,2019,Fund Balance,Surplus TIF Funds - 2019,-478000,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,2019,Revenue,Property tax,1663500,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,2020,Current Obligations,Industrial Growth Zone,-1125000,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,2020,Current Obligations,Program administration,-27900,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,2020,Fund Balance,Surplus TIF Funds - 2020,-944000,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,2020,Proposed Projects,CDOT - Neighborhood Infrastructure Improvements,-1000000,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,2020,Revenue,Property tax,1663500,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,2021,Current Obligations,Program administration,-29100,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,2021,Proposed Projects,CDOT - Neighborhood Infrastructure Improvements,-1000000,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,2021,Revenue,Property tax,1663500,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,2022,Current Obligations,Program administration,-32000,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,2022,Revenue,Property tax,1783800,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,2023,Current Obligations,Program administration,-37900,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,2023,Revenue,Property tax,1783800,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,2024,Current Obligations,Program administration,-50200,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,2024,Revenue,Property tax,1783800,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,2025,Current Obligations,Program administration,-54100,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,2025,Revenue,Property tax,1907600,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,Fund / Project Balances,Current Obligations,Industrial Growth Zone,-1124600,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,Fund / Project Balances,Current Obligations,Parallel parking - 2938-3326 W Columbus Ave,-19100,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,Fund / Project Balances,Current Obligations,Planned Manufacturing District study,-2700,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,Fund / Project Balances,Current Obligations,SBIF,-270900,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,Fund / Project Balances,Current Obligations,Street - resurfacing - Kedzie/79th/80th Pl/Claremont,-400,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,Fund / Project Balances,Current Obligations,TIF Works,-47300,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,Fund / Project Balances,Fund Balance,FY 2018 Year End Available Fund Balance,5892000,10/03/2001,12/31/2025
T-113,Roseland/Michigan,2019,Current Obligations,Program administration,-11700,01/16/2002,12/31/2026
T-113,Roseland/Michigan,2019,Revenue,Property tax,549200,01/16/2002,12/31/2026
T-113,Roseland/Michigan,2019,Transfers Between TIF Districts,To North Pullman (RDA - Whole Foods Distribution),-473300,01/16/2002,12/31/2026
T-113,Roseland/Michigan,2020,Current Obligations,Program administration,-12000,01/16/2002,12/31/2026
T-113,Roseland/Michigan,2020,Current Obligations,Urban Main Street Program - Phase I,-110500,01/16/2002,12/31/2026
T-113,Roseland/Michigan,2020,Revenue,Property tax,549200,01/16/2002,12/31/2026
T-113,Roseland/Michigan,2020,Transfers Between TIF Districts,To North Pullman (RDA - Whole Foods Distribution),-507000,01/16/2002,12/31/2026
T-113,Roseland/Michigan,2021,Current Obligations,Program administration,-12600,01/16/2002,12/31/2026
T-113,Roseland/Michigan,2021,Current Obligations,Urban Main Street Program - Phase I,-110500,01/16/2002,12/31/2026
T-113,Roseland/Michigan,2021,Revenue,Property tax,549200,01/16/2002,12/31/2026
T-113,Roseland/Michigan,2021,Transfers Between TIF Districts,To North Pullman (RDA - Whole Foods Distribution),-507000,01/16/2002,12/31/2026
T-113,Roseland/Michigan,2022,Current Obligations,Program administration,-14200,01/16/2002,12/31/2026
T-113,Roseland/Michigan,2022,Current Obligations,Urban Main Street Program - Phase I,-111600,01/16/2002,12/31/2026
T-113,Roseland/Michigan,2022,Revenue,Property tax,620700,01/16/2002,12/31/2026
T-113,Roseland/Michigan,2022,Transfers Between TIF Districts,To North Pullman (RDA - Whole Foods Distribution),-507000,01/16/2002,12/31/2026
T-113,Roseland/Michigan,2023,Current Obligations,Program administration,-16500,01/16/2002,12/31/2026
T-113,Roseland/Michigan,2023,Proposed Projects,Lighting - Neighborhood Lighting Improvements,-545000,01/16/2002,12/31/2026
T-113,Roseland/Michigan,2023,Revenue,Property tax,620700,01/16/2002,12/31/2026
T-113,Roseland/Michigan,2023,Transfers Between TIF Districts,To North Pullman (RDA - Whole Foods Distribution),-507000,01/16/2002,12/31/2026
T-113,Roseland/Michigan,2024,Current Obligations,Program administration,-21400,01/16/2002,12/31/2026
T-113,Roseland/Michigan,2024,Revenue,Property tax,620700,01/16/2002,12/31/2026
T-113,Roseland/Michigan,2024,Transfers Between TIF Districts,To North Pullman (RDA - Whole Foods Distribution),-507000,01/16/2002,12/31/2026
T-113,Roseland/Michigan,2025,Current Obligations,Program administration,-23700,01/16/2002,12/31/2026
T-113,Roseland/Michigan,2025,Revenue,Property tax,694400,01/16/2002,12/31/2026
T-113,Roseland/Michigan,2025,Transfers Between TIF Districts,To North Pullman (RDA - Whole Foods Distribution),-507000,01/16/2002,12/31/2026
T-113,Roseland/Michigan,2026,Current Obligations,Program administration,-34300,01/16/2002,12/31/2026
T-113,Roseland/Michigan,2026,Revenue,Property tax,694400,01/16/2002,12/31/2026
T-113,Roseland/Michigan,2026,Transfers Between TIF Districts,To North Pullman (RDA - Whole Foods Distribution),-1014000,01/16/2002,12/31/2026
T-113,Roseland/Michigan,Fund / Project Balances,Current Obligations,SBIF,-5200,01/16/2002,12/31/2026
T-113,Roseland/Michigan,Fund / Project Balances,Fund Balance,FY 2018 Year End Available Fund Balance,848100,01/16/2002,12/31/2026
T-114,119th and Halsted,2019,Current Obligations,Program administration,-23200,02/06/2002,12/31/2026
T-114,119th and Halsted,2019,Current Obligations,RDA - Maple Park Market Place,-250000,02/06/2002,12/31/2026
T-114,119th and Halsted,2019,Revenue,Property tax,877100,02/06/2002,12/31/2026
T-114,119th and Halsted,2020,Current Obligations,NIF,-283600,02/06/2002,12/31/2026
T-114,119th and Halsted,2020,Current Obligations,Program administration,-23900,02/06/2002,12/31/2026
T-114,119th and Halsted,2020,Current Obligations,Retail Thrive Zone,-200000,02/06/2002,12/31/2026
T-114,119th and Halsted,2020,Proposed Projects,Lighting - Neighborhood Lighting Improvements,-810000,02/06/2002,12/31/2026
T-114,119th and Halsted,2020,Proposed Projects,Proposed park project #1,-700000,02/06/2002,12/31/2026
T-114,119th and Halsted,2020,Proposed Projects,Proposed park project #2,-125000,02/06/2002,12/31/2026
T-114,119th and Halsted,2020,Revenue,Property tax,877100,02/06/2002,12/31/2026
T-114,119th and Halsted,2021,Current Obligations,Program administration,-25000,02/06/2002,12/31/2026
T-114,119th and Halsted,2021,Proposed Projects,"CPL - Library - West Pullman Library - 830 W 119th - New finishes, teen room, data/power, new lighing",-500000,02/06/2002,12/31/2026
T-114,119th and Halsted,2021,Proposed Projects,Proposed park project #1,-700000,02/06/2002,12/31/2026
T-114,119th and Halsted,2021,Revenue,Property tax,877100,02/06/2002,12/31/2026
T-114,119th and Halsted,2022,Current Obligations,Program administration,-28200,02/06/2002,12/31/2026
T-114,119th and Halsted,2022,Proposed Projects,"CPL - Library - West Pullman Library - 830 W 119th - New finishes, teen room, data/power, new lighing",-1000000,02/06/2002,12/31/2026
T-114,119th and Halsted,2022,Revenue,Property tax,1020400,02/06/2002,12/31/2026
T-114,119th and Halsted,2023,Current Obligations,Program administration,-33300,02/06/2002,12/31/2026
T-114,119th and Halsted,2023,Revenue,Property tax,1020400,02/06/2002,12/31/2026
T-114,119th and Halsted,2024,Current Obligations,Program administration,-43900,02/06/2002,12/31/2026
T-125,119th/I-57,2019,Revenue,Property tax,2680200,11/06/2002,12/31/2026
T-114,119th and Halsted,2024,Revenue,Property tax,1020400,02/06/2002,12/31/2026
T-114,119th and Halsted,2025,Current Obligations,Program administration,-48500,02/06/2002,12/31/2026
T-114,119th and Halsted,2025,Revenue,Property tax,1167900,02/06/2002,12/31/2026
T-114,119th and Halsted,2026,Current Obligations,Program administration,-71700,02/06/2002,12/31/2026
T-114,119th and Halsted,2026,Revenue,Property tax,1167900,02/06/2002,12/31/2026
T-114,119th and Halsted,Fund / Project Balances,Current Obligations,Lighting - arterial - West Pullman,-29600,02/06/2002,12/31/2026
T-114,119th and Halsted,Fund / Project Balances,Current Obligations,NIF,-451600,02/06/2002,12/31/2026
T-114,119th and Halsted,Fund / Project Balances,Current Obligations,Purchase Rehab Program - SF,-500000,02/06/2002,12/31/2026
T-114,119th and Halsted,Fund / Project Balances,Current Obligations,RDA - Maple Park Market Place,-250000,02/06/2002,12/31/2026
T-114,119th and Halsted,Fund / Project Balances,Current Obligations,Residential St Resurfacing - Ward 34,-58700,02/06/2002,12/31/2026
T-114,119th and Halsted,Fund / Project Balances,Current Obligations,Retail Thrive Zone - infrastructure,-17200,02/06/2002,12/31/2026
T-114,119th and Halsted,Fund / Project Balances,Current Obligations,SBIF,-427800,02/06/2002,12/31/2026
T-114,119th and Halsted,Fund / Project Balances,Current Obligations,SBIF - Retail Thrive Zone,-250000,02/06/2002,12/31/2026
T-114,119th and Halsted,Fund / Project Balances,Fund Balance,FY 2018 Year End Available Fund Balance,4329000,02/06/2002,12/31/2026
T-115,Chicago/Central Park,2019,Current Obligations,IGA - CPS - Al Raby - improvements,-1700000,02/27/2002,12/31/2026
T-115,Chicago/Central Park,2019,Current Obligations,IGA - CPS - Laura Ward ES - improvements,-8400000,02/27/2002,12/31/2026
T-115,Chicago/Central Park,2019,Current Obligations,IGA - CPS - MSAC - Raby,7476300,02/27/2002,12/31/2026
T-115,Chicago/Central Park,2019,Current Obligations,IGA - CPS - MSAC - Westinghouse,990800,02/27/2002,12/31/2026
T-115,Chicago/Central Park,2019,Current Obligations,Lighting - multiple locations in Ward 28,318000,02/27/2002,12/31/2026
T-115,Chicago/Central Park,2019,Current Obligations,MSAC - program costs,-1600,02/27/2002,12/31/2026
T-115,Chicago/Central Park,2019,Current Obligations,MSAC Debt Service,-9772600,02/27/2002,12/31/2026
T-115,Chicago/Central Park,2019,Current Obligations,Program administration,-103400,02/27/2002,12/31/2026
T-115,Chicago/Central Park,2019,Current Obligations,Retail Thrive Zone,-20000,02/27/2002,12/31/2026
T-115,Chicago/Central Park,2019,Current Obligations,Street resurfacing - Westside,185600,02/27/2002,12/31/2026
T-115,Chicago/Central Park,2019,Revenue,Property tax,5606500,02/27/2002,12/31/2026
T-115,Chicago/Central Park,2020,Current Obligations,IGA - CPD - Kells Park - expansion,-500000,02/27/2002,12/31/2026
T-115,Chicago/Central Park,2020,Current Obligations,MSAC Debt Service,-11733000,02/27/2002,12/31/2026
T-115,Chicago/Central Park,2020,Current Obligations,Program administration,-106700,02/27/2002,12/31/2026
T-115,Chicago/Central Park,2020,Current Obligations,Retail Thrive Zone,-2190000,02/27/2002,12/31/2026
T-115,Chicago/Central Park,2020,Current Obligations,Urban Main Street Program - Phase I,-116000,02/27/2002,12/31/2026
T-115,Chicago/Central Park,2020,Proposed Projects,Fire station - Engine Co. 044 - repairs - boiler/windows/overhead door/roof,-500000,02/27/2002,12/31/2026
T-115,Chicago/Central Park,2020,Revenue,Property tax,5606500,02/27/2002,12/31/2026
T-115,Chicago/Central Park,2020,Transfers Between TIF Districts,From Kinzie Ind. Corr. (MSAC DS - 2010 - Westinghouse HS),15183000,02/27/2002,12/31/2026
T-115,Chicago/Central Park,2021,Current Obligations,MSAC Debt Service,-5404200,02/27/2002,12/31/2026
T-115,Chicago/Central Park,2021,Current Obligations,Program administration,-111500,02/27/2002,12/31/2026
T-115,Chicago/Central Park,2021,Current Obligations,Urban Main Street Program - Phase I,-116000,02/27/2002,12/31/2026
T-115,Chicago/Central Park,2021,Proposed Projects,CDOT - Neighborhood Infrastructure Improvements,-4000000,02/27/2002,12/31/2026
T-115,Chicago/Central Park,2021,Revenue,Property tax,5606500,02/27/2002,12/31/2026
T-115,Chicago/Central Park,2022,Current Obligations,MSAC Debt Service,-1587400,02/27/2002,12/31/2026
T-115,Chicago/Central Park,2022,Current Obligations,Program administration,-120900,02/27/2002,12/31/2026
T-115,Chicago/Central Park,2022,Current Obligations,Urban Main Street Program - Phase I,-117800,02/27/2002,12/31/2026
T-115,Chicago/Central Park,2022,Revenue,Property tax,5933000,02/27/2002,12/31/2026
T-115,Chicago/Central Park,2023,Current Obligations,MSAC Debt Service,-13115600,02/27/2002,12/31/2026
T-115,Chicago/Central Park,2023,Current Obligations,Program administration,-144400,02/27/2002,12/31/2026
T-115,Chicago/Central Park,2023,Revenue,Property tax,5933000,02/27/2002,12/31/2026
T-115,Chicago/Central Park,2024,Current Obligations,MSAC Debt Service,-1209800,02/27/2002,12/31/2026
