TIF Number,TIF Name,Tme Period,Type,Description,Amount,Designation Date,Expiration Date
T-052,Kinzie Industrial Corridor,2025,Proposed Projects,"CDOT - Streetscape - Randolph, DesPlaines to Ogden - Design",-2000000,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,2025,Current Obligations,Program Administration,-868200,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,2025,Revenue,Property tax,98183700,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,2025,Transfers Between TIF Districts,To Chicago/Central Park (Invest South West Program),-3250000,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,2026,Current Obligations,Program Administration,-894300,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,2026,Revenue,Property tax,98183700,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,2027,Current Obligations,Program Administration,-921100,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,2027,Revenue,Property tax,98183700,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,2028,Current Obligations,Program Administration,-948700,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,2028,Revenue,Property tax,101412900,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,2029,Current Obligations,Program Administration,-977200,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,2029,Revenue,Property tax,101412900,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,2030,Current Obligations,Program Administration,-1006500,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,2030,Revenue,Property tax,101412900,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,2031,Current Obligations,Program Administration,-1036700,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,2031,Revenue,Property tax,104738900,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,2032,Current Obligations,Program Administration,-1067800,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,2032,Revenue,Property tax,104738900,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,2033,Current Obligations,Program Administration,-1099800,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,2033,Revenue,Property tax,104738900,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,2034,Current Obligations,Program Administration,-1132800,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,2034,Revenue,Property tax,108164600,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,AIS - Chicago Center For Green Technology - 445 N Sacramento Ave - Windows/ADA/Elevators/Flooring,-1875000,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,AIS - CPL - Library - Richard M. Daley,-500000,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,AIS - DSS  - Salt Dome - 2555 W Grand Ave,-1330100,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,AIS - DSS - Ward Yard - 01st/27th Ward - 2502 W Grand Ave - MEP/Tuckpointing/Interior Repairs,-525000,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,AIS - Environmental assessment/remediation,-3100,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,AIS - Site remediation/fencing - 2527 W Lake,-430000,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - ADA Polling Place - Morton/Cather/Otis Schools et Smith Park,-125600,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - Alley reconstruction - Phase 1 - Ward 27,-12600,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - CTA lighting improvements - Lake St,-1437000,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - Damen/Lake Green Line Station -Power Upgrade,-5000000,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - Lighting  - 3100 W Lake,-6800,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - Lighting - decorative pole replacement,-878600,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - Lighting - Neighborhood Lighting Improvements,-4161000,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,"CDOT - Street improvements - Grand, Chicago Ave to Damen",-13999900,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,"CDOT - Street improvements - Grand, Damen to Racine (Section 7)",-627000,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,"CDOT - Street improvements - Kinzie, Carpenter, Peoria, Green",-246400,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,"CDOT - Street reconstruction - Lake, Ashland to Halsted",-12000000,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,"CDOT - Street reconstruction - Lake, Damen to Ashland",-870000,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,"CDOT - Streetscape - Fulton Market, Halsted to Morgan",-723600,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,"CDOT - Streetscape - Fulton Market, Morgan to Ogden",-231300,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - Study - Fulton Market Metra In-Fill Station feasibility study,-9100,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - Study - Metra - Crossing Improvements,-801600,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - Study - Randolph St Corridor Imrovement Study,-88300,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - Study - Traffic - Fulton Market Area,-270800,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - Traffic signal - Halsted / Fulton Market,-6600,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - Vaulted sidewalks - 1052 Fulton Market,-200,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - West Side Infrastructure Improvements - Green Alley,-300000,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - West Side Infrastructure Improvements - Lighting - Arterial,-1316700,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - West Side Infrastructure Improvements - viaduct/street resurfacing/curb/gutter/lighting/sidewalk,-3248800,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,"DPD - ""606"" Bloomingdale Trail",-10200,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,DPD - Metra Fulton Market Area In-fill Station - 355 N Ashland Ave - Acquisition Land / FMIS Planning,-500000,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,DPD - Professional services,-125500,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,DPD - Study - Kinzie Industrial Modernization Study,-529600,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,DPD - TIF Plan Amendment - 12 Year Extension - Kinzie TIF,-500000,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Fund Balance,FY 2021 Year End Available Fund Balance,202625700,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,Green Alley Program - 27th Ward,-38800,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,RDA - Chicago Farmworks Ph II,-47100,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,RDA - Chicago Greenworks LLC,-13400,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,RDA - Harold Washington Unity Coop,-36800,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,RDA - The Hatchery - site development,-10300,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,SBIF,-3395100,06/10/1998,12/31/2034
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,TIF Works,-817600,06/10/1998,12/31/2034
T-103,Lake Calumet Area Industrial,2022,Current Obligations,CDOT - Sidewalk Improvements,-1360000,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,2022,Current Obligations,CDOT - Street/Curb/Gutter Improvements,-942000,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,2022,Current Obligations,IGA - CPD - Park 0564 - Big Marsh Park - Camping Area/Observation Platform/Accessible Trail - 11555 S Stony Island Ave,-1500000,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,2022,Current Obligations,Program Administration,-63600,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,2022,Revenue,Property tax,5069500,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,2022,Revenue,Property Tax - 2022 - Collection Variance,-980100,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,2022,Current Obligations,TIF Works,291900,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,2023,Current Obligations,AIS - DSS - Facility consolidation - 10101 S Stony Island,16300,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,2023,Proposed Projects,AIS - DSS - Facility Consolidation - staging area improvements,-1550000,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,2023,Proposed Projects,CDOT - Bike Lanes - Protected - 2023,-208000,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,2023,Proposed Projects,"CDOT - Street Improvements - Doty Ave, 111th to 130th",-4000000,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,2023,Proposed Projects,"CDOT - Streetscape - 111th St, Cottage Grove to MLK; et Cottage Grove, 108th St to 111th St - ISW",-722700,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,2023,Current Obligations,IGA - CTA - Red Line - Acquisition - Property for Red Line Extension - 120th Rail Yard,-3000000,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,2023,Current Obligations,IGA - Port Authority - Street improvements - Butler Drive,-1034500,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,2023,Current Obligations,ISW - Admin,-123800,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,2023,Current Obligations,Program Administration,-65500,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,2023,Revenue,Property tax,5069500,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,2023,Proposed Projects,Proposed ISW Project(s),-5795000,12/13/2000,12/31/2036
T-147,LaSalle Central,2026,Proposed Projects,CDOT - Bridge - Washington St,-23500000,11/15/2006,12/31/2030
T-103,Lake Calumet Area Industrial,2024,Proposed Projects,"CDOT - Street Improvements - Doty Ave, 111th to 130th",-2000000,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,2024,Current Obligations,Program Administration,-67400,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,2024,Revenue,Property tax,5069500,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,2024,Proposed Projects,Proposed ISW Project(s),-5795000,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,2025,Revenue,Property tax,5429300,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,2026,Revenue,Property tax,5429300,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,2027,Revenue,Property tax,5429300,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,2028,Revenue,Property tax,5800000,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,2029,Revenue,Property tax,5800000,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,2030,Revenue,Property tax,5800000,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,2031,Revenue,Property tax,6181700,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,2032,Revenue,Property tax,6181700,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,2033,Revenue,Property tax,6181700,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,2034,Revenue,Property tax,6574900,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,2035,Revenue,Property tax,6574900,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,2036,Revenue,Property tax,6574900,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,Fund / Project Balances,Current Obligations,AIS - DSS - Facility consolidation - 10101 S Stony Island,-16300,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,Fund / Project Balances,Current Obligations,AIS - DSS - fuel site upgrades - 10101 S Stony Island,-450000,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,Fund / Project Balances,Current Obligations,CDOT - ADA Polling Place - Trumbull Park,-69000,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,Fund / Project Balances,Current Obligations,CDOT - Bridge - 95th St - Repairs,-31500,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,Fund / Project Balances,Current Obligations,"CDOT - Lighting - 111th St, Ellis to Doty - Gateway to Pullman Monument",-41000,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,Fund / Project Balances,Current Obligations,CDOT - Sidewalk improvements - 2634-3098 E 106th,-70200,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,Fund / Project Balances,Current Obligations,CDOT - Sidewalk/curb/gutter repairs - ISW - Corridor 11,-75400,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,Fund / Project Balances,Current Obligations,DPD - Study - Lake Calumet Industrial Area - Industrial Use Study,-427500,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,Fund / Project Balances,Fund Balance,FY 2021 Year End Available Fund Balance,20810700,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,Fund / Project Balances,Current Obligations,ISW - Admin,-334200,12/13/2000,12/31/2036
T-103,Lake Calumet Area Industrial,Fund / Project Balances,Current Obligations,TIF Works,-291900,12/13/2000,12/31/2036
T-119,Lakefront,2022,Current Obligations,Program Administration,-8600,03/27/2002,12/31/2026
T-119,Lakefront,2022,Revenue,Property tax,536300,03/27/2002,12/31/2026
T-119,Lakefront,2022,Revenue,Property Tax - 2022 - Collection Variance,-231600,03/27/2002,12/31/2026
T-119,Lakefront,2022,Current Obligations,RDA - Lake Park Crescent For Sale,-255600,03/27/2002,12/31/2026
T-119,Lakefront,2022,Current Obligations,RDA - Lake Park Crescent Rental,-186400,03/27/2002,12/31/2026
T-119,Lakefront,2023,Proposed Projects,OBM - Hold For Future Development,-1000000,03/27/2002,12/31/2026
T-119,Lakefront,2023,Current Obligations,Program Administration,-8900,03/27/2002,12/31/2026
T-119,Lakefront,2023,Revenue,Property tax,536300,03/27/2002,12/31/2026
T-119,Lakefront,2024,Current Obligations,Program Administration,-9200,03/27/2002,12/31/2026
T-119,Lakefront,2024,Revenue,Property tax,536300,03/27/2002,12/31/2026
T-119,Lakefront,2024,Current Obligations,RDA - Lake Park Crescent For Sale,-214400,03/27/2002,12/31/2026
T-119,Lakefront,2024,Current Obligations,RDA - Lake Park Crescent Rental,-59900,03/27/2002,12/31/2026
T-119,Lakefront,2025,Current Obligations,Program Administration,-9400,03/27/2002,12/31/2026
T-119,Lakefront,2025,Revenue,Property tax,552400,03/27/2002,12/31/2026
T-119,Lakefront,2025,Current Obligations,RDA - Lake Park Crescent For Sale,-218700,03/27/2002,12/31/2026
T-119,Lakefront,2025,Current Obligations,RDA - Lake Park Crescent Rental,-61100,03/27/2002,12/31/2026
T-119,Lakefront,2026,Current Obligations,Program Administration,-9700,03/27/2002,12/31/2026
T-119,Lakefront,2026,Revenue,Property tax,552400,03/27/2002,12/31/2026
T-119,Lakefront,2026,Current Obligations,RDA - Lake Park Crescent For Sale,-450700,03/27/2002,12/31/2026
T-119,Lakefront,2026,Current Obligations,RDA - Lake Park Crescent Rental,-125800,03/27/2002,12/31/2026
T-119,Lakefront,Fund / Project Balances,Current Obligations,CDOT - Lighting - Neighborhood Lighting Improvements,-60000,03/27/2002,12/31/2026
T-119,Lakefront,Fund / Project Balances,Fund Balance,FY 2021 Year End Available Fund Balance,1542000,03/27/2002,12/31/2026
T-119,Lakefront,Fund / Project Balances,Current Obligations,RDA - Lake Park Crescent For Sale,-232400,03/27/2002,12/31/2026
T-147,LaSalle Central,2022,Current Obligations,AIS - City Hall - Improvements,-500000,11/15/2006,12/31/2030
T-147,LaSalle Central,2022,Current Obligations,CDOT - Bridge - Randolph St,-1900000,11/15/2006,12/31/2030
T-147,LaSalle Central,2022,Current Obligations,CDOT - Riverfront Trail - South Branch - Implementation plan,164100,11/15/2006,12/31/2030
T-147,LaSalle Central,2022,Current Obligations,CDOT - Study - LaSalle St Reimagined,-640000,11/15/2006,12/31/2030
T-147,LaSalle Central,2022,Current Obligations,DPD - Study - Chicago Central City Framework Plan,-30000,11/15/2006,12/31/2030
T-147,LaSalle Central,2022,Current Obligations,DPD - Study - LaSalle Street Adaptive Use Study,-50000,11/15/2006,12/31/2030
T-147,LaSalle Central,2022,Current Obligations,Program Administration,-1427400,11/15/2006,12/31/2030
T-147,LaSalle Central,2022,Revenue,Property tax,173743600,11/15/2006,12/31/2030
T-147,LaSalle Central,2022,Revenue,Property Tax - 2022 - Collection Variance,-53657400,11/15/2006,12/31/2030
T-147,LaSalle Central,2022,Current Obligations,RDA - JMC Steel Group,336100,11/15/2006,12/31/2030
T-147,LaSalle Central,2022,Current Obligations,RDA - Riverside Park II,-26272500,11/15/2006,12/31/2030
T-147,LaSalle Central,2022,Fund Balance,Surplus TIF Funds - 2022,-111131300,11/15/2006,12/31/2030
T-147,LaSalle Central,2023,Current Obligations,AIS - City Hall - Food Concession - Phase II - Buildout,-2500000,11/15/2006,12/31/2030
T-147,LaSalle Central,2023,Current Obligations,AIS - City Hall - Improvements,-4200000,11/15/2006,12/31/2030
T-147,LaSalle Central,2023,Current Obligations,CDOT - ADA Ramps,159800,11/15/2006,12/31/2030
T-147,LaSalle Central,2023,Current Obligations,CDOT - Bridge - Lake St,-62250000,11/15/2006,12/31/2030
T-147,LaSalle Central,2023,Proposed Projects,CDOT - Bridge - Lake St,-36000000,11/15/2006,12/31/2030
T-147,LaSalle Central,2023,Current Obligations,CDOT - Pedestrian Signal - countdown timers - 5 intersections,-300000,11/15/2006,12/31/2030
T-147,LaSalle Central,2023,Proposed Projects,CDOT - Street Improvements - 2023 Program,-1440000,11/15/2006,12/31/2030
T-147,LaSalle Central,2023,Proposed Projects,CDOT - Streetscaping - LaSalle St - Design,-1228000,11/15/2006,12/31/2030
T-147,LaSalle Central,2023,Proposed Projects,CDOT - Wells St improvements - street/sidewalk/vaulted sidewalk,-1500000,11/15/2006,12/31/2030
T-147,LaSalle Central,2023,Current Obligations,DPD - Study - LaSalle St Reimagined,-500000,11/15/2006,12/31/2030
T-147,LaSalle Central,2023,Current Obligations,IGA - CTA - Blue Line - tunnel improvements,-1500000,11/15/2006,12/31/2030
T-147,LaSalle Central,2023,Current Obligations,IGA - CTA - Dearborn Subway - emergency lighting electrical feed,-528000,11/15/2006,12/31/2030
T-147,LaSalle Central,2023,Current Obligations,IGA - CTA - Dearborn Subway - LED lighting,-325000,11/15/2006,12/31/2030
T-147,LaSalle Central,2023,Current Obligations,"IGA - CTA - vent shaft grate improvements - Dearborn St, Arcade Place to Marble Place",-1230000,11/15/2006,12/31/2030
T-147,LaSalle Central,2023,Current Obligations,Program Administration,-1470200,11/15/2006,12/31/2030
T-147,LaSalle Central,2023,Revenue,Property tax,173743600,11/15/2006,12/31/2030
T-147,LaSalle Central,2023,Current Obligations,SBIF,-5000000,11/15/2006,12/31/2030
T-147,LaSalle Central,2023,Fund Balance,Surplus TIF Funds - 2023,-155071500,11/15/2006,12/31/2030
T-147,LaSalle Central,2024,Proposed Projects,AIS - City Hall - Improvements,-20000000,11/15/2006,12/31/2030
T-147,LaSalle Central,2024,Proposed Projects,CDOT - ADA - Audible Pedestrian Signals (APS) - 27 intersections,-5000000,11/15/2006,12/31/2030
T-147,LaSalle Central,2024,Proposed Projects,CDOT - River Walk South - design,-2040000,11/15/2006,12/31/2030
T-147,LaSalle Central,2024,Proposed Projects,CDOT - Streetscaping - LaSalle St - Construction,-12800000,11/15/2006,12/31/2030
T-147,LaSalle Central,2024,Proposed Projects,CDOT - Wells St improvements - street/sidewalk/vaulted sidewalk,-13500000,11/15/2006,12/31/2030
T-147,LaSalle Central,2024,Current Obligations,IGA - CTA - Lake Street Bridge - trackwork improvements,-7000000,11/15/2006,12/31/2030
T-147,LaSalle Central,2024,Current Obligations,Program Administration,-1514300,11/15/2006,12/31/2030
T-147,LaSalle Central,2024,Revenue,Property tax,173743600,11/15/2006,12/31/2030
T-147,LaSalle Central,2024,Proposed Projects,Proposed Redevelopment Project #1,-90000000,11/15/2006,12/31/2030
T-147,LaSalle Central,2025,Proposed Projects,AIS - City Hall - Improvements,-10000000,11/15/2006,12/31/2030
T-147,LaSalle Central,2025,Proposed Projects,CDOT - ADA - Audible Pedestrian Signals (APS) - 27 intersections,-5000000,11/15/2006,12/31/2030
T-147,LaSalle Central,2025,Current Obligations,CDOT - Bridge - Jackson St,-33000000,11/15/2006,12/31/2030
T-147,LaSalle Central,2025,Proposed Projects,CDOT - Bridge - Jackson St,-10000000,11/15/2006,12/31/2030
T-147,LaSalle Central,2025,Current Obligations,Program Administration,-1559800,11/15/2006,12/31/2030
T-147,LaSalle Central,2025,Revenue,Property tax,187297000,11/15/2006,12/31/2030
T-147,LaSalle Central,2025,Proposed Projects,Proposed Redevelopment Project #1,-90000000,11/15/2006,12/31/2030
T-147,LaSalle Central,2026,Current Obligations,CDOT - Bridge - Washington St,-77000000,11/15/2006,12/31/2030
T-147,LaSalle Central,2026,Revenue,Property tax,187297000,11/15/2006,12/31/2030
T-147,LaSalle Central,2027,Current Obligations,Program Administration,-1654700,11/15/2006,12/31/2030
T-147,LaSalle Central,2027,Revenue,Property tax,187297000,11/15/2006,12/31/2030
T-147,LaSalle Central,2028,Current Obligations,Program Administration,-1704400,11/15/2006,12/31/2030
T-147,LaSalle Central,2028,Revenue,Property tax,201257000,11/15/2006,12/31/2030
T-147,LaSalle Central,2029,Current Obligations,Program Administration,-1755500,11/15/2006,12/31/2030
T-147,LaSalle Central,2029,Revenue,Property tax,201257000,11/15/2006,12/31/2030
T-147,LaSalle Central,2030,Current Obligations,Program Administration,-1808200,11/15/2006,12/31/2030
T-147,LaSalle Central,2030,Revenue,Property tax,201257000,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,AIS - City Hall - Improvements,-32648200,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,CDOT - Accessible pedestrian signals - multiple locations,-34200,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,CDOT - ADA Ramps,-159900,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,CDOT - Bridge - Jackson St,-3500000,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,CDOT - Bridge - Lake St,-5913100,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,CDOT - Bridge - Randolph St,-268300,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,CDOT - Bridge - Washington St,-5328500,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,CDOT - Bus Lane Repairs - 360 W Madison,-118500,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,CDOT - Lighting - decorative pole replacement,-4124200,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,CDOT - Lighting - Neighborhood Lighting Improvements,-4662500,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,CDOT - Riverfront Trail - South Branch - Implementation plan,-164100,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,CDOT - Turn Signals - Right Lane Arrows - 199 S LaSalle St,-40000,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,DPD - Study - LaSalle St Business Support,-150000,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Fund Balance,FY 2021 Year End Available Fund Balance,184017400,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,RDA - JMC Steel Group,-336100,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,RDA - Riverside Park II,-4040700,11/15/2006,12/31/2030
T-109,Lawrence/Broadway,2022,Transfers Between TIF Districts,From Red Purple Transit (Red Purple Modernization Transit TIF),9147900,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2022,Current Obligations,IGA - CTA - Red Purple Transit - Red Line reconstruction,-9147900,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2022,Current Obligations,Program Administration,-74200,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2022,Revenue,Property tax,6812600,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2022,Revenue,Property Tax - 2022 - Collection Variance,-1695900,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2022,Current Obligations,RDA - Gunnison Lofts,-150000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2022,Current Obligations,RDA - Uptown Broadway Building,-90000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2022,Current Obligations,SBIF,-1000000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2022,Fund Balance,Surplus TIF Funds - 2022,-136300,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2022,Current Obligations,TIF Works,74400,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2022,Transfers Between TIF Districts,To Hollywood/Sheridan (RDA - Hollywood House),-1151600,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2023,Current Obligations,IGA - CPS - McCutcheon E.S. - masonry/roof/envelope,-3400000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2023,Current Obligations,Program Administration,-76500,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2023,Revenue,Property tax,6812600,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2023,Current Obligations,RDA - CircEsteem,-2807600,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2023,Current Obligations,RDA - GreenRise Rehab - 4750 N Sheridan,-2000000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2023,Current Obligations,RDA - Leland Hotel,-80400,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2023,Current Obligations,RDA - Timeline Theatre Company,-11300100,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2023,Current Obligations,SBIF,-500000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2024,Current Obligations,Program Administration,-78800,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2024,Revenue,Property tax,6812600,06/27/2001,12/31/2025
