TIF Number,TIF Name,Tme Period,Type,Description,Amount,Designation Date,Expiration Date
T-144,Harrison/Central,2022,Proposed Transfers,Port from Midwest TIF to Harrison Central TIF - Redevelopment Project,1250000,07/26/2006,12/31/2030
T-144,Harrison/Central,2022,Current Obligations,Program Administration,-5400,07/26/2006,12/31/2030
T-144,Harrison/Central,2022,Revenue,Property tax,333200,07/26/2006,12/31/2030
T-144,Harrison/Central,2022,Revenue,Property Tax - 2022 - 5.0% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-16700,07/26/2006,12/31/2030
T-144,Harrison/Central,2022,Proposed Projects,Proposed Park Project #1,-1500000,07/26/2006,12/31/2030
T-144,Harrison/Central,2022,Proposed Projects,Proposed Redevelopment Project #1,-1250000,07/26/2006,12/31/2030
T-144,Harrison/Central,2023,Proposed Transfers,Port from Midwest TIF to Harrison Central TIF - Redevelopment Project,1250000,07/26/2006,12/31/2030
T-144,Harrison/Central,2023,Current Obligations,Program Administration,-5600,07/26/2006,12/31/2030
T-144,Harrison/Central,2023,Revenue,Property tax,333200,07/26/2006,12/31/2030
T-144,Harrison/Central,2023,Proposed Projects,Proposed Redevelopment Project #1,-1250000,07/26/2006,12/31/2030
T-144,Harrison/Central,2024,Current Obligations,Program Administration,-5700,07/26/2006,12/31/2030
T-144,Harrison/Central,2024,Revenue,Property tax,333200,07/26/2006,12/31/2030
T-144,Harrison/Central,2025,Current Obligations,Program Administration,-5900,07/26/2006,12/31/2030
T-144,Harrison/Central,2025,Revenue,Property tax,425100,07/26/2006,12/31/2030
T-144,Harrison/Central,2026,Current Obligations,Program Administration,-6100,07/26/2006,12/31/2030
T-144,Harrison/Central,2026,Revenue,Property tax,425100,07/26/2006,12/31/2030
T-144,Harrison/Central,2028,Current Obligations,Program Administration,-6500,07/26/2006,12/31/2030
T-144,Harrison/Central,2028,Revenue,Property tax,519800,07/26/2006,12/31/2030
T-144,Harrison/Central,2029,Current Obligations,Program Administration,-6600,07/26/2006,12/31/2030
T-144,Harrison/Central,2029,Revenue,Property tax,519800,07/26/2006,12/31/2030
T-144,Harrison/Central,2030,Current Obligations,Program Administration,-6800,07/26/2006,12/31/2030
T-144,Harrison/Central,2030,Revenue,Property tax,519800,07/26/2006,12/31/2030
T-144,Harrison/Central,Fund / Project Balances,Current Obligations,AIS - Fire Station - Engine Co. 113 - Repairs - boilers/windows/roof,-400000,07/26/2006,12/31/2030
T-144,Harrison/Central,Fund / Project Balances,Current Obligations,AIS - Polling Place - ADA Upgrade - Austin Senior Facility - 5071 W Congress Parkway,-120000,07/26/2006,12/31/2030
T-144,Harrison/Central,Fund / Project Balances,Fund Balance,FY 2020 Year End Available Fund Balance,1083700,07/26/2006,12/31/2030
T-144,Harrison/Central,Fund / Project Balances,Current Obligations,"Lighting - Adams, Lotus to Central; Gladys, Laramie to Lotus",-41100,07/26/2006,12/31/2030
T-144,Harrison/Central,Fund / Project Balances,Current Obligations,Lighting - Neighborhood Lighting Improvements,-215000,07/26/2006,12/31/2030
T-144,Harrison/Central,Fund / Project Balances,Current Obligations,Street resurfacing - Westside,-19400,07/26/2006,12/31/2030
T-157,Hollywood/Sheridan,2021,Current Obligations,CDOT - Edgewater Branch Library - ADA Polling Place,-69000,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2021,Current Obligations,"CDOT - Streetscape - Argyle, Broadway to Sheridan",68100,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2021,Transfers Between TIF Districts,From Lawrence/Broadway (RDA - Hollywood House),575800,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2021,Transfers Between TIF Districts,From Red Purple Transit (Red Purple Modernization Transit TIF),12792600,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2021,Current Obligations,IGA - CTA - Red Purple Transit - Red Line reconstruction,-12792600,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2021,Current Obligations,Program Administration,-11700,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2021,Revenue,Property tax,1390000,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2021,Revenue,Property Tax - 2021 - 7.5% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-104200,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2022,Current Obligations,AIS - CPL - Library - Edgewater Branch Library - ADA Polling Place,-130000,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2022,Transfers Between TIF Districts,From Lawrence/Broadway (RDA - Hollywood House),575800,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2022,Current Obligations,IGA - CHA - Fisher Apts - site improvements,-296900,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2022,Current Obligations,Program Administration,-12100,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2022,Revenue,Property tax,1754800,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2022,Revenue,Property Tax - 2022 - 5.0% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-87700,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2022,Current Obligations,RDA - Hollywood House,-575800,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2023,Transfers Between TIF Districts,From Lawrence/Broadway (RDA - Hollywood House),575800,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2023,Current Obligations,Program Administration,-12400,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2023,Revenue,Property tax,1754800,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2023,Proposed Projects,Proposed Redevelopment Project #1,-2000000,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2023,Current Obligations,RDA - Hollywood House,-575800,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2024,Transfers Between TIF Districts,From Lawrence/Broadway (RDA - Hollywood House),575800,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2024,Current Obligations,Program Administration,-12800,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2024,Revenue,Property tax,1754800,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2024,Proposed Projects,Proposed Redevelopment Project #1,-4000000,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2024,Current Obligations,RDA - Hollywood House,-575800,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2025,Transfers Between TIF Districts,From Lawrence/Broadway (RDA - Hollywood House),575800,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2025,Current Obligations,Program Administration,-13200,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2025,Revenue,Property tax,2130600,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2025,Current Obligations,RDA - Hollywood House,-575800,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2026,Current Obligations,Program Administration,-13600,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2026,Revenue,Property tax,2130600,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2026,Current Obligations,RDA - Hollywood House,-575800,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2027,Current Obligations,Program Administration,-14000,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2027,Revenue,Property tax,2130600,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2027,Current Obligations,RDA - Hollywood House,-575800,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2028,Current Obligations,Program Administration,-14400,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2028,Revenue,Property tax,2517600,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2028,Current Obligations,RDA - Hollywood House,-1151600,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2029,Current Obligations,Program Administration,-14900,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2029,Revenue,Property tax,2517600,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2030,Current Obligations,Program Administration,-15300,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2030,Revenue,Property tax,2517600,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2031,Current Obligations,Program Administration,-15800,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,2031,Revenue,Property tax,2916200,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,Fund / Project Balances,Current Obligations,CDOT - Lighting - decorative pole replacement,-120000,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,Fund / Project Balances,Current Obligations,"CDOT - Streetscape - Argyle, Broadway to Sheridan",-91300,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,Fund / Project Balances,Fund Balance,FY 2020 Year End Available Fund Balance,2222100,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,Fund / Project Balances,Current Obligations,Lighting - Neighborhood Lighting Improvements,-770000,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,Fund / Project Balances,Current Obligations,RDA - Hollywood House,-575800,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,Fund / Project Balances,Current Obligations,Retail Corridor Study - Ward 48,-200,11/07/2007,12/31/2031
T-157,Hollywood/Sheridan,Fund / Project Balances,Current Obligations,SBIF,-23100,11/07/2007,12/31/2031
T-024,Homan-Arthington,2021,Current Obligations,DPD - TIF Plan Amendment - 12 Year Extension - Homan Arthington TIF,-250000,02/05/1998,12/31/2022
T-024,Homan-Arthington,2021,Current Obligations,Lawndale RR Line - Development Framework Plan,-45000,02/05/1998,12/31/2022
T-024,Homan-Arthington,2021,Current Obligations,Program Administration,-10700,02/05/1998,12/31/2022
T-024,Homan-Arthington,2021,Revenue,Property tax,704800,02/05/1998,12/31/2022
T-024,Homan-Arthington,2021,Revenue,Property Tax - 2021 - 7.5% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-52900,02/05/1998,12/31/2022
T-024,Homan-Arthington,2021,Fund Balance,Surplus TIF Funds - 2021,-366900,02/05/1998,12/31/2022
T-024,Homan-Arthington,2021,Current Obligations,TIF Works,103100,02/05/1998,12/31/2022
T-024,Homan-Arthington,2022,Proposed Projects,OBM Hold - Critical Neighborhood Infrastructure,-1500000,02/05/1998,12/31/2022
T-024,Homan-Arthington,2022,Current Obligations,Program Administration,-11000,02/05/1998,12/31/2022
T-024,Homan-Arthington,2022,Revenue,Property tax,731400,02/05/1998,12/31/2022
T-024,Homan-Arthington,2022,Revenue,Property Tax - 2022 - 5.0% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-36600,02/05/1998,12/31/2022
T-024,Homan-Arthington,Fund / Project Balances,Current Obligations,CDOT - Lighting - decorative pole replacement,-80000,02/05/1998,12/31/2022
T-024,Homan-Arthington,Fund / Project Balances,Fund Balance,FY 2020 Year End Available Fund Balance,2728600,02/05/1998,12/31/2022
T-024,Homan-Arthington,Fund / Project Balances,Current Obligations,Lawndale RR Line - Preliminary RR Study,-90000,02/05/1998,12/31/2022
T-024,Homan-Arthington,Fund / Project Balances,Current Obligations,Lighting - Neighborhood Lighting Improvements,-589600,02/05/1998,12/31/2022
T-024,Homan-Arthington,Fund / Project Balances,Current Obligations,Professional Services - 24th Year Extension,-1900,02/05/1998,12/31/2022
T-024,Homan-Arthington,Fund / Project Balances,Current Obligations,TIF Works,-120700,02/05/1998,12/31/2022
T-108,Humboldt Park Commercial,2021,Current Obligations,CDOT - Humboldt Park Library - ADA Polling Place,-69000,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2021,Current Obligations,Program Administration,-63800,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2021,Revenue,Property tax,5490200,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2021,Revenue,Property Tax - 2021 - 7.5% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-411800,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2021,Current Obligations,RDA - La Casa Norte,-1750000,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2022,Proposed Projects,ADA Polling Place,-50000,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2022,Proposed Projects,CDOT - Streetscape - North Ave - $6.2mm,-2066700,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2022,Current Obligations,ISW - Admin,-55300,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2022,Current Obligations,Program Administration,-65700,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2022,Revenue,Property tax,5719200,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2022,Revenue,Property Tax - 2022 - 5.0% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-286000,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2022,Proposed Projects,Proposed ISW Project(s),-1250000,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2022,Proposed Projects,Proposed school project #1,-5000000,06/27/2001,12/31/2025
T-101,Jefferson/Roosevelt,2022,Current Obligations,Program Administration,-125000,08/30/2000,12/31/2024
T-108,Humboldt Park Commercial,2022,Current Obligations,RDA - Paseo Boricua (Nancy Franco-Maldonado) Apts,-4245200,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2022,Current Obligations,RDA - Resurrection University,-333400,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2022,Transfers Between TIF Districts,To Pulaski Corridor (Invest South West Program),-1200000,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2023,Proposed Projects,CDOT - Streetscape - North Ave - $6.2mm,-4133400,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2023,Current Obligations,Program Administration,-67700,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2023,Revenue,Property tax,5719200,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2023,Proposed Projects,Proposed ISW Project(s),-2500000,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2023,Current Obligations,RDA - Resurrection University,-333400,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2023,Current Obligations,SBIF,-500000,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2023,Transfers Between TIF Districts,To Pulaski Corridor (Invest South West Program),-2400000,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2024,Proposed Projects,OBM Hold - Critical Neighborhood Infrastructure,-5000000,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2024,Current Obligations,Program Administration,-69700,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2024,Revenue,Property tax,5719200,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2024,Current Obligations,RDA - Resurrection University,-333400,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2024,Current Obligations,SBIF,-500000,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2025,Current Obligations,Program Administration,-71800,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2025,Revenue,Property tax,5955000,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,Fund / Project Balances,Current Obligations,"AIS - CDPH - Health Center - Westown - 2418 W Division - new flooring, ceiling lighting, renovation, building envelope repairs, re-pave parking lot,",-800000,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,Fund / Project Balances,Current Obligations,AIS - CPL - Library - Humboldt Park Library - 1605 N Troy - roof/MEP,-550000,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,Fund / Project Balances,Current Obligations,AIS - Fire Station - Engine Co. 057 - 1244 N Western - roof/envelope/MEP,-600000,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,Fund / Project Balances,Current Obligations,AIS - Fire Station - Engine Co. 057 - Equal Access rehab - 1244 N Western Ave,-201200,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,Fund / Project Balances,Current Obligations,CDOT - Sidewalk/curb/gutter repairs - ISW - Corridor 01,-23800,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,Fund / Project Balances,Fund Balance,FY 2020 Year End Available Fund Balance,18337100,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,Fund / Project Balances,Current Obligations,ISW - Admin,-168200,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,Fund / Project Balances,Current Obligations,Lighting - Neighborhood Lighting Improvements,-549300,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,Fund / Project Balances,Current Obligations,RDA - North & Talman Elderly,-253800,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,Fund / Project Balances,Current Obligations,RDA - Resurrection University,-333400,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,Fund / Project Balances,Current Obligations,SBIF,-918200,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,Fund / Project Balances,Current Obligations,TIF Works,-117000,06/27/2001,12/31/2025
T-057,Jefferson Park Business District,2021,Current Obligations,AIS - Fire Station - Engine Co. 108 - 4625 N Milwaukee Ave - Generator Replacement/Interior Ungrades,-600000,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2021,Current Obligations,AIS - Fire Station - Engine Co. 108 - Repairs,38900,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2021,Current Obligations,Bike lanes - protected,66600,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2021,Current Obligations,CDOT - Street Gutter Sidewalk Improvements - 4800-4900 N Long Ave,-1635000,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2021,Current Obligations,Professional services,46700,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2021,Current Obligations,Program Administration,-21900,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2021,Revenue,Property tax,1848400,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2021,Revenue,Property Tax - 2021 - 7.5% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-138600,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2021,Current Obligations,TIF Works,175000,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2021,Current Obligations,Traffic signal - Long/Lawrence,18600,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2022,Proposed Projects,AIS - CPL - Library - Jefferson Park Library - 5363 W Lawrence Ave - MEP,-200000,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2022,Current Obligations,DPD - Study - Jefferson Park Transit Orientated Development Study,-25000,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2022,Current Obligations,DPD - Study - Milwaukee Ave Equitable Growth Plan,-97000,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2022,Transfers Between TIF Districts,From Portage Park (CPD - Jefferson Park),500000,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2022,Transfers Between TIF Districts,From Portage Park (Street improvements),1635000,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2022,Current Obligations,IGA - CPD - Frank J. Wilson - Renovation - Fieldhouse/Playground/Volleyball/Ballfield,-500000,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2022,Current Obligations,IGA - CPD - Jefferson Park - Renovation - Fieldhouse/Playground/Walking Paths/Ballfields,-500000,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2022,Current Obligations,IGA - CPD - Park 0145 - Wilson (Frank) - remove tiles / retop PIP / play equipment repairs and new spray feature,-345000,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2022,Current Obligations,North Side Satellite Center - City Clerk's Office - rehab - 5430 W Gale,119500,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2022,Current Obligations,Program Administration,-22500,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2022,Revenue,Property tax,1952600,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2022,Revenue,Property Tax - 2022 - 5.0% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-97600,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2022,Current Obligations,SBIF,-500000,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,AIS - Fire Station - Engine Co. 108 - Repairs,-38900,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,Alley conversion to public plaza - 4866 N Milwaukee - construction,-462000,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,Alley conversion to public plaza - 4866 N Milwaukee - design,-17900,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,"Alley reconstruction - Milwaukee, Giddings, Lawrence, and Laramie",-221400,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,Bike lanes - protected,-66600,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,CPL - Library - Jefferson Park,-206400,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,Fund / Project Balances,Fund Balance,FY 2020 Year End Available Fund Balance,4749000,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,IGA - CTA - Blue Line - Jefferson Park Station - station improvements,-643400,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,Lighting - Neighborhood Lighting Improvements,-253500,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,North Side Satellite Center - City Clerk's Office - rehab - 5430 W Gale,-119500,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,Professional services,-46700,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,Professional Services - 24th Year Extension,-1900,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,SBIF,-791000,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,TIF Works,-175000,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,Traffic signal - Long/Lawrence,-18600,09/09/1998,12/31/2022
T-101,Jefferson/Roosevelt,2021,Current Obligations,Bike lanes - protected,7200,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,2021,Current Obligations,Bike lanes - Protected Bikeways Program,8000,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,2021,Current Obligations,"CDOT - Streetscape - Maxwell Street - Desplaines, Harrison to Roosevelt",9200,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,2021,Current Obligations,Fire Academy repairs,15700,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,2021,Current Obligations,"Infrastructure - Roosevelt Road, Canal to Dan Ryan",159600,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,2021,Current Obligations,Program Administration,-121300,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,2021,Revenue,Property tax,12189400,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,2021,Revenue,Property Tax - 2021 - 7.5% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-914200,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,2021,Current Obligations,RDA - Home Depot,-275800,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,2021,Current Obligations,TIF Works,146100,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,2021,Current Obligations,Viaduct - improvement - Peoria St,302000,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,2022,Proposed Projects,AIS - Fire Academy - Quinn - 558 W DeKoven - Fire/Life Safety/MEP/Interior Exterior Renovations,-1400000,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,2022,Proposed Projects,AIS - Fire Prevention Building - 1010 S Clinton Ave - MEP/Windows/Fire Alarm/Interior Renovations,-1050000,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,2022,Proposed Projects,CDOT - Bridge/viaduct - 200-500 W Taylor St - construction,-8500000,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,2022,Proposed Projects,CDOT - Viaduct - reconstruction - Canal/Taylor,-238100,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,2022,Current Obligations,Fire Academy repairs,13500,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,2022,Current Obligations,New Maxwell Street Market,127000,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,2022,Revenue,Property tax,12662400,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,2022,Revenue,Property Tax - 2022 - 5.0% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-633100,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,2022,Proposed Transfers,To Roosevelt Clark (Bridge - Taylor St),-4500000,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,2023,Proposed Projects,CDOT - Bridge/viaduct - 200-500 W Taylor St - construction,-8500000,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,2023,Current Obligations,Program Administration,-128700,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,2023,Revenue,Property tax,12662400,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,2023,Current Obligations,RDA - Home Depot,-247600,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,2023,Proposed Transfers,To Roosevelt Clark (Bridge - Taylor St),-4500000,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,2024,Proposed Projects,CDOT - Bridge/viaduct - 200-500 W Taylor St - construction,-8500000,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,2024,Current Obligations,Program Administration,-132600,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,2024,Revenue,Property tax,12662400,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,2024,Current Obligations,RDA - Home Depot,-510100,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,2024,Proposed Transfers,To Roosevelt Clark (Bridge - Taylor St),-4500000,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,Fund / Project Balances,Current Obligations,Bike lanes - protected,-7200,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,Fund / Project Balances,Current Obligations,Bike lanes - Protected Bikeways Program,-8000,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,Fund / Project Balances,Current Obligations,Bridge/viaduct - 200-500 W Taylor St - Design,-900000,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,Fund / Project Balances,Current Obligations,"CDOT - Streetscape - Maxwell Street - Desplaines, Harrison to Roosevelt",-9200,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,Fund / Project Balances,Current Obligations,Fire Academy repairs,-424000,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,Fund / Project Balances,Fund Balance,FY 2020 Year End Available Fund Balance,12390600,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,Fund / Project Balances,Current Obligations,"Infrastructure - Roosevelt Road, Canal to Dan Ryan",-159600,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,Fund / Project Balances,Current Obligations,Lighting - Neighborhood Lighting Improvements,-2500000,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,Fund / Project Balances,Current Obligations,New Maxwell Street Market,-127000,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,Fund / Project Balances,Current Obligations,RDA - Home Depot,-238000,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,Fund / Project Balances,Current Obligations,TIF Works,-146100,08/30/2000,12/31/2024
T-101,Jefferson/Roosevelt,Fund / Project Balances,Current Obligations,Viaduct - improvement - Peoria St,-340700,08/30/2000,12/31/2024
T-160,Kennedy/Kimball,2021,Current Obligations,CDOT - Avondale Park - ADA Polling Place,-69000,03/12/2008,12/31/2032
