TIF Number,TIF Name,Tme Period,Type,Description,Amount,Designation Date,Expiration Date
T-107,Division/Homan,2020,Current Obligations,CDOT - Sidewalk/curb/gutter repairs - ISW - Corridor 02,-5300,06/27/2001,12/31/2025
T-107,Division/Homan,2020,Current Obligations,Program administration,-24000,06/27/2001,12/31/2025
T-107,Division/Homan,2020,Revenue,Property tax,1953600,06/27/2001,12/31/2025
T-107,Division/Homan,2020,Revenue,Property Tax - Potential Covid-19 Impact - Collection/Assessment/Appeal Adjustments - 2020/2021,-117200,06/27/2001,12/31/2025
T-107,Division/Homan,2021,Current Obligations,CDOT - Arterial Resurfacing - 800-1300 N Central Park Ave,-410000,06/27/2001,12/31/2025
T-107,Division/Homan,2021,Current Obligations,IGA - CPD - Park 0219 - Humboldt Park - Cultural Center - 1440 N Humboldt Blvd,-1100000,06/27/2001,12/31/2025
T-107,Division/Homan,2021,Current Obligations,Program administration,-25000,06/27/2001,12/31/2025
T-107,Division/Homan,2021,Current Obligations,RDA - Humboldt Park Residences,-2500000,06/27/2001,12/31/2025
T-107,Division/Homan,2021,Current Obligations,RDA - Humboldt Park Residences - additional funding,-1300000,06/27/2001,12/31/2025
T-107,Division/Homan,2021,Current Obligations,SBIF,-300000,06/27/2001,12/31/2025
T-107,Division/Homan,2021,Current Obligations,Street reconstruction - Grand,770800,06/27/2001,12/31/2025
T-107,Division/Homan,2021,Current Obligations,TIF Works,-100000,06/27/2001,12/31/2025
T-107,Division/Homan,2021,Fund Balance,Surplus TIF Funds - 2021,-82800,06/27/2001,12/31/2025
T-107,Division/Homan,2021,Proposed Projects,CDOT - Polling Place - ADA improvements - CDOT - 2 school(s),-250000,06/27/2001,12/31/2025
T-107,Division/Homan,2021,Proposed Projects,CDOT - Sidewalks - North Ave,-500000,06/27/2001,12/31/2025
T-107,Division/Homan,2021,Proposed Projects,CDOT - Street Resurfacing - Humboldt Park,-750000,06/27/2001,12/31/2025
T-107,Division/Homan,2021,Proposed Projects,Proposed ADA Polling Place Project(s),-150000,06/27/2001,12/31/2025
T-107,Division/Homan,2021,Proposed Projects,Proposed Park Project #1,-50000,06/27/2001,12/31/2025
T-107,Division/Homan,2021,Proposed Projects,Proposed Park Project #2,-750000,06/27/2001,12/31/2025
T-107,Division/Homan,2021,Revenue,Property tax,1953600,06/27/2001,12/31/2025
T-107,Division/Homan,2021,Revenue,Property Tax - Potential Covid-19 Impact - Collection/Assessment/Appeal Adjustments - 2020/2021,-377800,06/27/2001,12/31/2025
T-107,Division/Homan,2022,Current Obligations,Program administration,-27200,06/27/2001,12/31/2025
T-107,Division/Homan,2022,Revenue,Property tax,2059000,06/27/2001,12/31/2025
T-107,Division/Homan,2023,Current Obligations,Program administration,-32100,06/27/2001,12/31/2025
T-107,Division/Homan,2023,Revenue,Property tax,2059000,06/27/2001,12/31/2025
T-107,Division/Homan,2024,Current Obligations,Program administration,-42400,06/27/2001,12/31/2025
T-107,Division/Homan,2024,Revenue,Property tax,2059000,06/27/2001,12/31/2025
T-107,Division/Homan,2025,Current Obligations,Program administration,-45300,06/27/2001,12/31/2025
T-107,Division/Homan,2025,Revenue,Property tax,2167600,06/27/2001,12/31/2025
T-107,Division/Homan,Fund / Project Balances,Current Obligations,Lighting - Neighborhood Lighting Improvements,-1110600,06/27/2001,12/31/2025
T-107,Division/Homan,Fund / Project Balances,Current Obligations,Planned Manufacturing District study,-1000,06/27/2001,12/31/2025
T-107,Division/Homan,Fund / Project Balances,Current Obligations,SBIF,-197600,06/27/2001,12/31/2025
T-107,Division/Homan,Fund / Project Balances,Current Obligations,Street reconstruction - Grand,-770800,06/27/2001,12/31/2025
T-107,Division/Homan,Fund / Project Balances,Current Obligations,TIF Works,-31800,06/27/2001,12/31/2025
T-107,Division/Homan,Fund / Project Balances,Fund Balance,FY 2019 Year End Available Fund Balance,7658200,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2020,Current Obligations,CDOT - Sidewalk/curb/gutter repairs - ISW - Corridor 01,-95600,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2020,Current Obligations,Program administration,-64500,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2020,Revenue,Property tax,4950100,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2020,Revenue,Property Tax - Potential Covid-19 Impact - Collection/Assessment/Appeal Adjustments - 2020/2021,-297000,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2021,Current Obligations,"AIS - CDPH - Health Center - Westown - 2418 W Division - new flooring, ceiling lighting, renovation, building envelope repairs, re-pave parking lot,",-800000,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2021,Current Obligations,AIS - CPL - Library - Humboldt Park Library - 1605 N Troy - roof/MEP,-550000,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2021,Current Obligations,AIS - Fire Station - Engine Co. 057 - 1244 N Western - roof/envelope/MEP,-600000,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2021,Current Obligations,Program administration,-67300,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2021,Current Obligations,RDA - La Casa Norte,-1750000,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2021,Current Obligations,RDA - North & Talman Elderly,-253800,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2021,Current Obligations,RDA - Paseo Boricua (Nancy Franco-Maldonado) Apts,-4245200,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2021,Current Obligations,RDA - Resurrection University,-333400,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2021,Current Obligations,SBIF,-500000,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2021,Current Obligations,TIF Works,-100000,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2021,Proposed Projects,AIS - Polling Place ADA Upgrade - Library - 1605 N Troy St,-50000,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2021,Proposed Projects,CDOT - Lighting - TBD,-2500000,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2021,Proposed Projects,CDOT - Street Resurfacing - TBD,-2500000,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2021,Proposed Projects,Proposed ISW Project(s),-2934800,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2021,Revenue,Property tax,4950100,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2021,Revenue,Property Tax - Potential Covid-19 Impact - Collection/Assessment/Appeal Adjustments - 2020/2021,-738100,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2022,Current Obligations,Program administration,-72400,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2022,Current Obligations,RDA - Resurrection University,-333400,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2022,Current Obligations,SBIF,-500000,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2022,Proposed Projects,Proposed ISW Project(s),-2934800,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2022,Revenue,Property tax,5162700,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2023,Current Obligations,Program administration,-86400,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2023,Current Obligations,RDA - Resurrection University,-333400,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2023,Proposed Projects,Proposed ISW Project(s),-2934800,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2023,Revenue,Property tax,5162700,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2024,Current Obligations,Program administration,-115500,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2024,Current Obligations,RDA - Resurrection University,-333400,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2024,Revenue,Property tax,5162700,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2025,Current Obligations,Program administration,-121800,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,2025,Revenue,Property tax,5381600,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,Fund / Project Balances,Current Obligations,Fire Station - Engine Co. 057 - Equal Access rehab - 1244 N Western Ave,-206100,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,Fund / Project Balances,Current Obligations,Invest South West Program (ISW) - Phase I - Corridor 01,-168200,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,Fund / Project Balances,Current Obligations,Lighting - Neighborhood Lighting Improvements,-678000,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,Fund / Project Balances,Current Obligations,RDA - North & Talman Elderly,-334100,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,Fund / Project Balances,Current Obligations,RDA - Resurrection University,-333400,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,Fund / Project Balances,Current Obligations,Safe Routes to School - Clemente Academy,-6200,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,Fund / Project Balances,Current Obligations,SBIF,-1013200,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,Fund / Project Balances,Current Obligations,TIF Works,-31500,06/27/2001,12/31/2025
T-108,Humboldt Park Commercial,Fund / Project Balances,Fund Balance,FY 2019 Year End Available Fund Balance,13936800,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2020,Current Obligations,Program administration,-68600,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2020,Current Obligations,RDA - Leland Hotel,-18500,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2020,Revenue,Property tax,5519200,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2020,Revenue,Property Tax - Potential Covid-19 Impact - Collection/Assessment/Appeal Adjustments - 2020/2021,-331200,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2020,Transfers Between TIF Districts,From Red Purple Transit (Red Purple Modernization Transit TIF),20062300,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2020,Transfers Between TIF Districts,To Hollywood/Sheridan (RDA - Hollywood House),-575800,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2021,Current Obligations,Bike lanes - protected,47800,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2021,Current Obligations,IGA - CPS - McCutcheon E.S. - masonry/roof/envelope,-2200000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2021,Current Obligations,Program administration,-71700,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2021,Current Obligations,RDA - Gunnison Lofts,-102900,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2021,Current Obligations,RDA - Leland Hotel,-39100,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2021,Current Obligations,RDA - Uptown Broadway Building,-45300,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2021,Current Obligations,RDA - Uptown Theater,-6500000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2021,Current Obligations,SBIF,-1000000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2021,Current Obligations,"Streetscape - Argyle, Broadway to Sheridan",12000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2021,Current Obligations,"Streetscape - Broadway, Leland to Gunnison",233400,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2021,Current Obligations,TIF Works,-200000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2021,Current Obligations,Viaduct - improvements - CTA Argyle station,329400,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2021,Proposed Projects,CDOT - Polling Place - ADA improvements - 1 school(s),-125000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2021,Proposed Projects,Proposed ADA Polling Place Project(s),-100000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2021,Proposed Projects,Proposed Redevelopment Project #1,-3450000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2021,Revenue,Property tax,5519200,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2021,Revenue,Property Tax - Potential Covid-19 Impact - Collection/Assessment/Appeal Adjustments - 2020/2021,-867300,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2021,Transfers Between TIF Districts,To Hollywood/Sheridan (RDA - Hollywood House),-575800,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2022,Current Obligations,IGA - CPS - McCutcheon E.S. - masonry/roof/envelope,-1200000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2022,Current Obligations,Program administration,-77300,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2022,Current Obligations,RDA - Gunnison Lofts,-104900,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2022,Current Obligations,RDA - Leland Hotel,-39800,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2022,Current Obligations,RDA - Uptown Broadway Building,-46200,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2022,Current Obligations,RDA - Uptown Theater,-6500000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2022,Current Obligations,SBIF,-1000000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2022,Proposed Projects,Proposed Redevelopment Project #1,-3450000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2022,Revenue,Property tax,5761200,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2023,Current Obligations,Program administration,-92200,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2023,Current Obligations,RDA - Gunnison Lofts,-107000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2023,Current Obligations,RDA - Leland Hotel,-40600,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2023,Current Obligations,RDA - Uptown Broadway Building,-47100,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2023,Revenue,Property tax,5761200,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2024,Current Obligations,Program administration,-123400,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2024,Current Obligations,RDA - Gunnison Lofts,-109200,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2024,Current Obligations,RDA - Leland Hotel,-41400,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2024,Current Obligations,RDA - Uptown Broadway Building,-48000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2024,Revenue,Property tax,5761200,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2025,Current Obligations,Program administration,-130200,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2025,Current Obligations,RDA - Gunnison Lofts,-225000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2025,Current Obligations,RDA - Leland Hotel,-85400,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2025,Current Obligations,RDA - Uptown Broadway Building,-99000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,2025,Revenue,Property tax,6010400,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,Fund / Project Balances,Current Obligations,Bike lanes - protected,-47900,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,Fund / Project Balances,Current Obligations,IGA - CTA - Red Purple Transit - Red Line reconstruction,-20062300,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,Fund / Project Balances,Current Obligations,Lighting - Neighborhood Lighting Improvements,-2200000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,Fund / Project Balances,Current Obligations,RDA - Gunnison Lofts,-140700,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,Fund / Project Balances,Current Obligations,RDA - Uptown Broadway Building,-55100,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,Fund / Project Balances,Current Obligations,Retail Corridor Study - Ward 48,-3900,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,Fund / Project Balances,Current Obligations,SBIF,-326200,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,Fund / Project Balances,Current Obligations,"Streetscape - Argyle, Broadway to Sheridan",-12000,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,Fund / Project Balances,Current Obligations,"Streetscape - Broadway, Leland to Gunnison",-290400,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,Fund / Project Balances,Current Obligations,TIF Works,-143800,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,Fund / Project Balances,Current Obligations,Viaduct - improvements - CTA Argyle station,-329400,06/27/2001,12/31/2025
T-109,Lawrence/Broadway,Fund / Project Balances,Fund Balance,FY 2019 Year End Available Fund Balance,17161700,06/27/2001,12/31/2025
T-110,Wilson Yard,2020,Current Obligations,CDOT - Lighting - decorative pole replacement,-200000,06/27/2001,12/31/2025
T-110,Wilson Yard,2020,Current Obligations,"Fire Station - Engine Co. 083 - 1200 W Wilson - new roof, overhead doors, rooftop units",-1500000,06/27/2001,12/31/2025
T-110,Wilson Yard,2020,Current Obligations,Program administration,-140700,06/27/2001,12/31/2025
T-110,Wilson Yard,2020,Current Obligations,RDA - affordable housing - Sarah's Circle,-875000,06/27/2001,12/31/2025
T-110,Wilson Yard,2020,Current Obligations,RDA - Clifton Magnolia Apts,-263300,06/27/2001,12/31/2025
T-110,Wilson Yard,2020,Current Obligations,RDA - Wilson Yards - 4400 N Broadway,-4934500,06/27/2001,12/31/2025
T-110,Wilson Yard,2020,Current Obligations,"Uptown Health Center - 845 W Wilson - Phase I: tuckpointing, new roof, boiler replacement, restroom upgrades",-2250000,06/27/2001,12/31/2025
T-110,Wilson Yard,2020,Revenue,Property tax,10403100,06/27/2001,12/31/2025
T-110,Wilson Yard,2020,Revenue,Property Tax - Potential Covid-19 Impact - Collection/Assessment/Appeal Adjustments - 2020/2021,-624200,06/27/2001,12/31/2025
T-110,Wilson Yard,2020,Transfers Between TIF Districts,From Red Purple Transit (Red Purple Modernization Transit TIF),5710700,06/27/2001,12/31/2025
T-110,Wilson Yard,2021,Current Obligations,"CDOT - Streetscape - Broadway, Wilson to Leland",13100,06/27/2001,12/31/2025
T-110,Wilson Yard,2021,Current Obligations,IGA - City Colleges - Truman College,-1135700,06/27/2001,12/31/2025
T-110,Wilson Yard,2021,Current Obligations,IGA - CPD - Park 0487 - Bronco Billy - remove tiles / retop PIP / play equipment repairs / ramp repair,-175000,06/27/2001,12/31/2025
T-110,Wilson Yard,2021,Current Obligations,Program administration,-147000,06/27/2001,12/31/2025
T-110,Wilson Yard,2021,Current Obligations,RDA - affordable housing - Sarah's Circle,-1750000,06/27/2001,12/31/2025
T-110,Wilson Yard,2021,Current Obligations,RDA - Clifton Magnolia Apts,-263300,06/27/2001,12/31/2025
T-110,Wilson Yard,2021,Current Obligations,RDA - Wilson Yards - 4400 N Broadway,-11041200,06/27/2001,12/31/2025
T-110,Wilson Yard,2021,Current Obligations,"Streetscape - Broadway, Wilson to Leland",94500,06/27/2001,12/31/2025
T-110,Wilson Yard,2021,Current Obligations,TIF Works,-100000,06/27/2001,12/31/2025
T-110,Wilson Yard,2021,Proposed Projects,Proposed Redevelopment Project #1,-800000,06/27/2001,12/31/2025
T-110,Wilson Yard,2021,Proposed Projects,TIF Works,-25000,06/27/2001,12/31/2025
T-110,Wilson Yard,2021,Revenue,Property tax,10403100,06/27/2001,12/31/2025
T-110,Wilson Yard,2021,Revenue,Property Tax - Potential Covid-19 Impact - Collection/Assessment/Appeal Adjustments - 2020/2021,-1456800,06/27/2001,12/31/2025
T-110,Wilson Yard,2022,Current Obligations,IGA - City Colleges - Truman College,-1135700,06/27/2001,12/31/2025
T-110,Wilson Yard,2022,Current Obligations,Program administration,-157900,06/27/2001,12/31/2025
T-110,Wilson Yard,2022,Current Obligations,RDA - Clifton Magnolia Apts,-263300,06/27/2001,12/31/2025
T-110,Wilson Yard,2022,Current Obligations,RDA - Wilson Yards - 4400 N Broadway,-5288500,06/27/2001,12/31/2025
T-110,Wilson Yard,2022,Proposed Projects,AIS - CDPH - Uptown Health Center - 845 W Wilson - Phase II - Mechanical/RTU/BAS/Lighting/Plumbing,-1155000,06/27/2001,12/31/2025
T-110,Wilson Yard,2022,Proposed Projects,Proposed Redevelopment Project #1,-800000,06/27/2001,12/31/2025
T-110,Wilson Yard,2022,Revenue,Property tax,10831400,06/27/2001,12/31/2025
T-110,Wilson Yard,2022,Transfers Between TIF Districts,To Montrose/Clarendon (Park - Clarendon Park Fieldhouse),-1725000,06/27/2001,12/31/2025
T-110,Wilson Yard,2023,Current Obligations,IGA - City Colleges - Truman College,-1135700,06/27/2001,12/31/2025
T-110,Wilson Yard,2023,Current Obligations,Program administration,-188900,06/27/2001,12/31/2025
T-110,Wilson Yard,2023,Current Obligations,RDA - Clifton Magnolia Apts,-263300,06/27/2001,12/31/2025
T-110,Wilson Yard,2023,Current Obligations,RDA - Wilson Yards - 4400 N Broadway,-5286000,06/27/2001,12/31/2025
T-110,Wilson Yard,2023,Revenue,Property tax,10831400,06/27/2001,12/31/2025
T-110,Wilson Yard,2023,Transfers Between TIF Districts,To Montrose/Clarendon (Park - Clarendon Park Fieldhouse),-3450000,06/27/2001,12/31/2025
T-110,Wilson Yard,2024,Current Obligations,IGA - City Colleges - Truman College,-442700,06/27/2001,12/31/2025
T-110,Wilson Yard,2024,Current Obligations,Program administration,-253900,06/27/2001,12/31/2025
T-110,Wilson Yard,2024,Current Obligations,RDA - Clifton Magnolia Apts,-263300,06/27/2001,12/31/2025
T-110,Wilson Yard,2024,Current Obligations,RDA - Wilson Yards - 4400 N Broadway,-5205400,06/27/2001,12/31/2025
T-110,Wilson Yard,2024,Revenue,Property tax,10831400,06/27/2001,12/31/2025
T-110,Wilson Yard,2024,Transfers Between TIF Districts,To Montrose/Clarendon (Park - Clarendon Park Fieldhouse),-1725000,06/27/2001,12/31/2025
T-110,Wilson Yard,2025,Current Obligations,Program administration,-266900,06/27/2001,12/31/2025
T-110,Wilson Yard,2025,Current Obligations,RDA - Clifton Magnolia Apts,-33100,06/27/2001,12/31/2025
T-110,Wilson Yard,2025,Current Obligations,RDA - Wilson Yards - 4400 N Broadway,-81000,06/27/2001,12/31/2025
T-110,Wilson Yard,2025,Revenue,Property tax,11272600,06/27/2001,12/31/2025
T-110,Wilson Yard,Fund / Project Balances,Current Obligations,"CDOT - Streetscape - Broadway, Wilson to Leland",-210200,06/27/2001,12/31/2025
T-110,Wilson Yard,Fund / Project Balances,Current Obligations,Fire Station - Engine Co. 083 - Equal Access rehab - 1200 W Wilson Ave,-71700,06/27/2001,12/31/2025
T-110,Wilson Yard,Fund / Project Balances,Current Obligations,IGA - City Colleges - Truman College,-1135700,06/27/2001,12/31/2025
T-110,Wilson Yard,Fund / Project Balances,Current Obligations,IGA - CTA - Red Purple Transit - Red Line reconstruction,-5710700,06/27/2001,12/31/2025
T-110,Wilson Yard,Fund / Project Balances,Current Obligations,Lighting - Neighborhood Lighting Improvements,-2400000,06/27/2001,12/31/2025
T-110,Wilson Yard,Fund / Project Balances,Current Obligations,RDA - affordable housing - Sarah's Circle,-875000,06/27/2001,12/31/2025
T-110,Wilson Yard,Fund / Project Balances,Current Obligations,RDA - Wilson Yards - 4400 N Broadway,-61600,06/27/2001,12/31/2025
T-110,Wilson Yard,Fund / Project Balances,Current Obligations,Retail Corridor Study - Ward 48,-800,06/27/2001,12/31/2025
T-110,Wilson Yard,Fund / Project Balances,Current Obligations,SBIF,-8800,06/27/2001,12/31/2025
T-110,Wilson Yard,Fund / Project Balances,Current Obligations,"Streetscape - Broadway, Wilson to Leland",-94500,06/27/2001,12/31/2025
T-110,Wilson Yard,Fund / Project Balances,Current Obligations,TIF Works,-900,06/27/2001,12/31/2025
T-110,Wilson Yard,Fund / Project Balances,Fund Balance,FY 2019 Year End Available Fund Balance,15489200,06/27/2001,12/31/2025
T-111,105th/Vincennes,2020,Current Obligations,Program administration,-22500,10/03/2001,12/31/2025
T-111,105th/Vincennes,2020,Revenue,Property tax,964500,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,2023,Revenue,Property tax,2141000,10/03/2001,12/31/2025
T-111,105th/Vincennes,2020,Revenue,Property Tax - Potential Covid-19 Impact - Collection/Assessment/Appeal Adjustments - 2020/2021,-57900,10/03/2001,12/31/2025
T-111,105th/Vincennes,2021,Current Obligations,Lighting - arterial - West Pullman,76600,10/03/2001,12/31/2025
T-111,105th/Vincennes,2021,Current Obligations,Program administration,-23400,10/03/2001,12/31/2025
T-111,105th/Vincennes,2021,Current Obligations,RDA - Renaissance Beverly Ridge,332500,10/03/2001,12/31/2025
T-111,105th/Vincennes,2021,Current Obligations,Residential St Resurfacing - Ward 34,39000,10/03/2001,12/31/2025
T-111,105th/Vincennes,2021,Proposed Projects,CDOT - Lighting - Neighborhood Lighting Improvements,-670000,10/03/2001,12/31/2025
T-111,105th/Vincennes,2021,Proposed Projects,CDOT - Polling Place - ADA improvements - CDOT - 7 school(s),-400000,10/03/2001,12/31/2025
T-111,105th/Vincennes,2021,Proposed Projects,Proposed ADA Polling Place Project(s),-180000,10/03/2001,12/31/2025
T-111,105th/Vincennes,2021,Proposed Projects,Proposed park project #1,-650000,10/03/2001,12/31/2025
T-111,105th/Vincennes,2021,Proposed Transfers,To Roseland/Michigan (Invest South West Program),-833400,10/03/2001,12/31/2025
T-111,105th/Vincennes,2021,Revenue,Property tax,964500,10/03/2001,12/31/2025
T-111,105th/Vincennes,2021,Revenue,Property Tax - Potential Covid-19 Impact - Collection/Assessment/Appeal Adjustments - 2020/2021,-268200,10/03/2001,12/31/2025
T-111,105th/Vincennes,2022,Current Obligations,Program administration,-28500,10/03/2001,12/31/2025
T-111,105th/Vincennes,2022,Proposed Transfers,To Roseland/Michigan (Invest South West Program),-833400,10/03/2001,12/31/2025
T-111,105th/Vincennes,2022,Revenue,Property tax,1049600,10/03/2001,12/31/2025
T-111,105th/Vincennes,2023,Current Obligations,Program administration,-33700,10/03/2001,12/31/2025
T-111,105th/Vincennes,2023,Proposed Projects,Proposed school project #1,-550000,10/03/2001,12/31/2025
T-111,105th/Vincennes,2023,Proposed Projects,Proposed school project #2,-550000,10/03/2001,12/31/2025
T-111,105th/Vincennes,2023,Proposed Transfers,To Roseland/Michigan (Invest South West Program),-833400,10/03/2001,12/31/2025
T-111,105th/Vincennes,2023,Revenue,Property tax,1049600,10/03/2001,12/31/2025
T-111,105th/Vincennes,2024,Current Obligations,Program administration,-44500,10/03/2001,12/31/2025
T-111,105th/Vincennes,2024,Revenue,Property tax,1049600,10/03/2001,12/31/2025
T-111,105th/Vincennes,2025,Current Obligations,Program administration,-52300,10/03/2001,12/31/2025
T-111,105th/Vincennes,2025,Revenue,Property tax,1137200,10/03/2001,12/31/2025
T-111,105th/Vincennes,Fund / Project Balances,Current Obligations,Lighting - arterial - West Pullman,-76600,10/03/2001,12/31/2025
T-111,105th/Vincennes,Fund / Project Balances,Current Obligations,RDA - Renaissance Beverly Ridge,-332500,10/03/2001,12/31/2025
T-111,105th/Vincennes,Fund / Project Balances,Current Obligations,Residential St Resurfacing - Ward 34,-39000,10/03/2001,12/31/2025
T-111,105th/Vincennes,Fund / Project Balances,Fund Balance,FY 2019 Year End Available Fund Balance,2557400,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,2020,Current Obligations,Program administration,-27900,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,2020,Fund Balance,Surplus TIF Funds - 2020,-944000,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,2020,Revenue,Property tax,2009300,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,2020,Revenue,Property Tax - Potential Covid-19 Impact - Collection/Assessment/Appeal Adjustments - 2020/2021,-120600,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,2021,Current Obligations,Industrial Growth Zone,1124600,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,2021,Current Obligations,Parallel parking - 2938-3326 W Columbus Ave,17000,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,2021,Current Obligations,Program administration,-29100,10/03/2001,12/31/2025
T-112,79th Street/Southwest Highway,2021,Current Obligations,SBIF,-500000,10/03/2001,12/31/2025
